id,zipcode,lot-len,lot-width,lot-area,house-area,garden-size,balcony,x-coor,y-coor,buildyear,bathrooms,taxvalue,retailvalue,energy-eff,monument
9975,3520,40.2,10.7,430,143,337,0,2241,5338,1975,2,160300,219000,0,0
9976,3520,17.1,12.6,216,94,151,0,2106,5043,1974,1,98800,142000,0,0
9977,3520,7.8,16.1,125,85,40,1,2359,5306,1983,1,79800,132000,1,0
9978,3520,12.6,14,176,121,83,0,2428,5145,1972,1,109000,162000,0,0
9979,3520,47,11.7,550,86,451,0,2016,5423,1981,1,144100,196000,0,0
9980,3520,16.1,14.8,238,107,156,1,2394,5349,1982,1,109900,169000,0,0
9981,3525,45.4,10.2,463,125,405,0,2934,5662,2002,2,149500,177000,1,1
9982,3525,39.9,10,399,154,300,0,2697,5631,1998,2,157300,202000,0,0
9983,3525,54.9,15.7,862,91,771,0,2515,5995,2000,1,188900,225000,1,0
9984,3525,19.3,14.7,284,111,186,0,2549,5896,1988,1,114200,147000,0,0
9985,3525,36.9,15.7,579,168,529,1,2596,5814,1997,2,192700,234000,0,1
9986,3525,43.2,11.5,497,190,419,1,2775,5978,1995,1,193600,220000,0,0
9987,3525,39.8,12.9,514,124,420,1,2894,5559,2003,1,156500,191000,1,1
9988,3525,34.3,12,411,171,359,0,2820,5552,2002,2,169300,209000,0,0
9989,3525,16.7,15.6,260,158,189,0,2404,5668,1986,1,138800,192000,0,0
9990,3525,30.6,18.1,554,186,491,0,2572,5514,1991,1,199700,257000,0,0
9991,3525,17.2,17,292,134,232,0,2823,5551,1997,1,129200,167000,0,0
9992,3525,56,10.7,599,137,523,0,2638,5518,1990,1,177100,228000,0,1
9993,3525,30.3,17.5,531,140,460,1,3000,5542,1985,1,168700,201000,0,1
9994,3525,14,11.6,162,192,102,1,2956,5527,2005,2,144500,179000,0,1
9995,3525,31.7,16.3,517,172,419,1,2626,5653,1980,2,185800,232000,0,0
9996,3525,21.7,16.3,353,91,292,0,2498,5904,1997,1,112600,147000,1,0
9997,3525,14.5,17.3,251,190,158,0,2710,5990,1997,1,156700,184000,0,0
9998,3525,70.5,10.8,761,177,706,0,2956,5633,1996,1,225400,263000,0,0
9999,3525,31.2,16.5,515,103,450,0,2971,5760,2002,1,144100,164000,1,0
10000,3525,13,12.2,158,118,65,1,2512,5766,1999,1,99500,137000,1,0
10001,3528,7.7,17.3,134,96,80,1,2652,5578,1999,1,77700,123000,1,0
10002,3528,7.4,17.4,128,82,31,1,2711,5632,2002,1,68400,109000,1,0
10003,3528,10,12.4,124,89,48,1,2683,5987,2001,1,72000,105000,1,0
10004,3528,7.2,18.7,134,82,76,1,2595,5512,1996,1,69300,116000,1,0
10005,3528,7.8,16.5,128,88,74,1,2609,5721,1997,1,72000,114000,1,0
10006,3528,12.3,10.9,134,80,65,1,2511,5642,1996,1,68100,114000,1,0
10007,3528,7.5,18.1,136,101,49,1,2380,5515,1998,1,81000,134000,0,0
10008,3528,7.1,18.4,130,88,62,1,2757,5820,2001,1,72300,108000,1,0
10009,3528,7.7,15.5,120,108,59,1,2444,5733,2002,1,82800,130000,1,0
10010,3528,11.6,10.8,125,102,30,1,2665,5984,2002,1,80000,115000,1,0
10011,3528,7.6,17.8,135,85,71,1,2671,5931,1997,1,71300,106000,1,0
10012,3528,8,16.4,132,95,48,1,2476,5652,1995,1,76800,124000,1,0
10013,3528,9.6,12.8,123,98,27,1,2799,5785,1997,1,77300,113000,0,0
10014,3528,11.2,12.9,145,98,64,1,2748,5827,2004,1,80600,117000,1,0
10015,3528,9.7,12.4,120,98,42,1,2418,5701,1999,1,76800,124000,1,0
10016,3528,8,18.5,148,103,50,1,2761,5586,2005,1,84000,127000,1,0
10017,3528,7.5,15.4,116,105,40,1,2609,5813,2003,1,80400,121000,1,0
10018,3528,9.1,13,118,88,48,1,2723,5861,2001,1,70500,105000,1,0
10019,3528,13.5,10.6,143,97,90,1,2725,5589,2005,1,79700,123000,1,0
10020,3528,8.2,16.5,136,107,67,1,2408,5557,2005,1,84600,137000,1,0
10021,3800,49.8,14,697,152,620,1,2800,5355,2006,1,225800,282000,1,1
10022,3800,66.6,12.8,853,197,761,1,2686,5297,1994,1,276200,342000,0,1
10023,3800,47.6,17.4,829,193,759,2,2849,5355,1992,1,270200,330000,0,0
10024,3800,33.3,19.2,640,245,570,1,2676,5152,1993,2,273000,332000,0,0
10025,3800,32.8,19.8,650,211,576,1,2959,5324,2003,2,254100,306000,0,1
10026,3800,43.9,20,878,142,805,2,2805,5176,1992,2,246900,298000,0,1
10027,3800,30.5,16.9,515,161,456,0,2885,5106,2002,1,203900,243000,0,0
10028,3800,26.4,19.9,525,120,440,0,2619,5191,1990,2,180800,231000,0,0
10029,3800,43.6,13.4,584,204,530,1,2696,5308,2004,2,240000,300000,0,1
10030,3800,76.1,11.9,906,215,856,0,2988,5011,2009,2,294900,339000,0,0
10031,3800,56.1,10.1,567,128,505,1,2833,5328,1991,2,191900,241000,0,1
10032,3800,53.4,17.7,946,123,885,0,2651,5069,1990,1,245700,299000,0,0
10033,3800,48.5,15.9,771,141,700,1,2900,5001,2000,2,230300,269000,0,0
10034,3800,72.4,12.7,920,240,844,2,2942,5388,2003,1,312000,376000,0,0
10035,3800,45.6,18.9,861,152,780,0,2669,5436,2010,2,250400,315000,1,1
10036,3800,44.3,19.8,878,219,805,1,2932,5366,2005,2,293100,354000,0,1
10037,3800,57.9,14.6,845,186,759,0,2956,5048,1990,1,268400,312000,0,0
10038,3800,94.8,12.6,1195,241,1105,1,2704,5205,1991,2,353900,426000,0,0
10039,3800,55.3,11.7,647,174,556,1,2672,5230,1993,2,231500,288000,0,1
10040,3800,57.1,11.4,651,171,599,1,2659,5096,1999,2,230300,282000,0,1
10041,3520,61.7,16.2,999,109,912,0,2151,5453,1975,1,225300,291000,0,0
10042,3520,72.8,13.7,998,133,918,0,2252,5499,1984,2,239500,309000,0,0
10043,3520,73.6,11.1,817,101,762,1,2342,5005,1973,1,193200,251000,0,1
10044,3520,28.5,14.2,404,109,330,1,2006,5440,1974,1,136000,186000,0,1
10045,3520,29.2,18,525,155,466,0,2499,5352,1977,1,181800,246000,0,1
10046,3520,66,12.1,798,141,733,1,2047,5228,1981,1,214300,273000,0,1
10047,3520,51.6,15.2,784,101,733,0,2357,5193,1970,1,188200,250000,0,0
10048,3520,37.6,15.8,594,109,540,1,2293,5207,1979,1,164500,222000,0,1
10049,3520,20.8,12.1,252,112,196,0,2446,5311,1981,1,115000,173000,0,0
10050,3520,11.8,13.6,161,92,61,0,2339,5315,1974,1,89400,143000,0,0
10051,3520,14.1,17.9,252,144,155,1,2028,5273,1973,2,134200,186000,0,0
10052,3520,10,12.8,128,80,53,0,2063,5080,1974,1,77200,116000,0,0
10053,3520,52.5,15.6,819,154,733,0,2056,5128,1985,1,225300,283000,0,0
10054,3520,51.9,14,727,80,662,0,2404,5358,1978,1,167100,231000,0,0
10055,3520,47.5,18.8,893,143,840,0,2450,5494,1984,1,229800,300000,0,0
10056,3520,20.8,13.2,274,116,196,0,2384,5315,1979,1,120700,181000,0,0
10057,3520,45.2,18.2,822,157,726,0,2498,5263,1970,2,227500,295000,0,0
10058,3520,62,12.1,750,106,679,0,2017,5298,1976,1,186100,242000,0,1
10059,3520,71.2,10.8,769,133,711,1,2115,5395,1970,2,205200,269000,0,0
10060,3520,30.9,19.7,609,99,531,0,2417,5293,1980,1,160800,222000,0,0
10061,3525,39.1,13.8,539,194,466,0,2444,5907,2000,2,202300,248000,0,0
10062,3525,53,16.4,870,116,776,0,2750,5756,1999,1,205100,244000,1,0
10063,3525,25.7,17.6,453,126,400,1,2814,5792,1991,2,148600,175000,0,1
10064,3525,49.9,14.7,734,154,670,0,2654,5967,2003,1,207500,242000,0,0
10065,3525,41.4,13.2,546,92,451,1,2486,5994,1989,1,142100,173000,1,0
10066,3525,61.9,14,867,156,817,0,2601,5710,1998,1,228700,280000,0,1
10067,3525,21.9,15.8,346,191,267,1,2647,5742,1986,1,171500,215000,0,0
10068,3525,32.5,12.1,393,113,302,0,2724,5742,1996,1,131800,166000,0,1
10069,3525,54.7,14.5,793,188,720,0,2533,5563,1989,2,236800,299000,0,1
10070,3525,15.9,18.6,295,187,235,1,2554,5716,1990,2,161500,209000,0,0
10071,3525,53.9,14.1,760,197,666,0,2722,5762,1983,2,237200,282000,0,0
10072,3525,68.2,11.7,798,106,744,0,2526,5964,1983,1,188300,226000,0,0
10073,3525,50.5,17.3,874,150,789,1,2515,5806,1984,1,226100,276000,0,0
10074,3525,33.9,17.5,594,164,531,1,2658,5818,1980,1,192500,231000,0,1
10075,3525,37.1,16.1,598,104,520,0,2851,5927,1986,1,157100,177000,0,0
10076,3525,43.9,19.8,869,135,791,1,2828,5751,1988,1,216400,254000,0,1
10077,3525,38.6,19.4,749,109,666,1,2569,5687,1982,1,182800,230000,0,0
10078,3525,29.7,12.1,359,198,271,0,2588,5564,1980,2,177700,233000,0,0
10079,3525,17.2,11.2,193,121,108,1,2608,5849,1999,2,106600,137000,1,0
10080,3525,10.2,18.4,187,132,97,0,2634,5704,1987,2,112300,149000,0,0
10081,3528,7.9,14,111,108,31,1,2721,5727,2002,1,81500,121000,1,0
10082,3528,10.1,11.2,113,92,40,1,2330,5822,2000,1,72200,115000,1,0
10083,3528,5.9,18.8,110,82,10,1,2673,5655,1995,1,65700,106000,1,0
10084,3528,9.4,14.5,136,95,59,1,2555,5604,1996,1,77400,124000,1,0
10085,3528,9,15.6,140,94,88,1,2537,5884,1998,1,77400,117000,1,0
10086,3528,7.4,18,134,92,36,1,2417,5709,2000,1,75300,122000,1,0
10087,3528,6.4,18.8,120,97,53,1,2301,5843,2005,1,76200,118000,1,0
10088,3528,7.1,19.6,140,97,47,1,2604,5652,2001,1,79200,124000,1,0
10089,3528,9.7,11.5,111,103,29,1,2699,5698,2002,1,78500,119000,1,0
10090,3528,7,17.4,121,108,65,1,2778,5653,2004,1,83000,123000,1,0
10091,3528,7.1,15.7,111,110,54,1,2485,5782,2004,1,82700,127000,1,0
10092,3528,9.5,12.2,116,118,22,1,2314,5806,1996,1,88200,133000,0,0
10093,3528,7.5,17.8,133,84,38,1,2642,5790,1998,1,70400,109000,1,0
10094,3528,6.5,19.4,126,106,30,1,2511,5836,1996,1,82500,125000,0,0
10095,3528,9.7,13,126,91,28,1,2792,5758,2004,1,73500,110000,1,0
10096,3528,7.3,16.7,122,114,27,1,2432,5974,2002,1,86700,128000,1,0
10097,3528,8.1,15.1,123,86,41,1,2510,5757,2005,1,70100,113000,1,0
10098,3528,9.9,12.2,121,94,54,1,2478,5937,2005,1,74600,114000,1,0
10099,3528,8.3,15.8,131,94,65,1,2773,5804,1996,1,76100,112000,1,0
10100,3528,10.6,12.4,132,100,48,1,2569,5586,2001,1,79800,127000,1,0
10101,3800,54.7,13,711,131,619,0,2843,5245,1998,2,215300,264000,0,0
10102,3800,62.4,13,811,181,748,0,2926,5194,1992,2,260300,310000,0,0
10103,3800,69.7,15.5,1081,210,1012,2,2636,5427,1992,1,318200,395000,0,1
10104,3800,71.8,13.1,941,132,851,2,2620,5065,2002,2,250400,305000,1,1
10105,3800,63.2,18.2,1150,134,1066,1,2962,5123,2004,2,282900,331000,1,0
10106,3800,46.6,11.7,545,151,446,1,2872,5214,1996,2,202400,246000,0,1
10107,3800,56.3,15.5,872,200,774,1,2743,5474,2001,1,280800,346000,0,1
10108,3800,40.3,14.9,601,242,505,1,2642,5016,1995,1,265400,320000,0,1
10109,3800,57.2,12.1,692,165,618,1,2821,5124,2001,1,232800,280000,0,0
10110,3800,60.1,12,721,235,636,1,2777,5200,1990,2,279200,337000,0,0
10111,3800,34.2,19.3,661,215,600,2,2763,5175,2000,2,258200,313000,0,1
10112,3800,74,12.4,918,174,855,2,2941,5239,1998,1,272100,324000,0,0
10113,3800,46.1,14.5,668,216,613,1,2776,5290,2006,1,259800,319000,0,0
10114,3800,70.8,16.3,1154,226,1103,1,2831,5030,2008,2,338700,397000,0,0
10115,3800,52.9,18.4,974,169,924,0,2914,5227,1994,2,277500,331000,0,0
10116,3800,83.3,13.9,1158,234,1096,1,2810,5376,1990,2,344100,418000,0,1
10117,3800,66.7,11.8,787,223,710,2,2922,5079,1991,2,281900,330000,0,1
10118,3800,40.2,13,523,135,469,1,2854,5042,1999,1,189500,226000,0,0
10119,3800,39.1,19.8,775,198,701,1,2660,5312,1996,1,265100,330000,0,0
10120,3800,29.8,17.5,521,123,434,1,2777,5245,2010,1,182000,228000,1,0
10121,3520,51,18.4,938,137,859,1,2201,5074,1972,1,232900,294000,0,0
10122,3520,28.4,14,398,119,333,1,2350,5435,1985,1,141100,205000,0,1
10123,3520,28.1,13.5,380,89,301,1,2212,5337,1972,1,120400,177000,0,0
10124,3520,15,16.7,250,126,180,0,2332,5485,1978,2,123100,182000,0,0
10125,3520,19.5,17.4,339,147,255,1,2150,5262,1972,1,149100,206000,0,1
10126,3520,48.1,13,625,81,548,1,2206,5219,1972,1,152400,206000,0,1
10127,3520,57.1,12.9,737,101,651,1,2449,5399,1972,1,181200,247000,0,0
10128,3520,67,10.2,683,117,625,0,2162,5403,1985,1,182700,244000,0,0
10129,3520,37.5,17.3,649,156,579,1,2218,5497,1983,2,201000,264000,0,0
10130,3520,45.2,12.4,560,126,490,0,2244,5483,1972,2,169600,229000,0,1
10131,3520,43,11.4,490,81,431,1,2258,5038,1976,1,132100,180000,0,1
10132,3520,51.9,14.3,742,141,690,1,2035,5006,1978,2,205900,258000,0,1
10133,3520,25.1,19.8,496,133,412,1,2228,5397,1973,2,164200,225000,0,0
10134,3520,25.5,18.5,472,90,410,1,2021,5011,1982,1,134800,177000,1,1
10135,3520,55.8,13.6,759,83,706,1,2392,5438,1971,1,173700,239000,0,0
10136,3520,37.3,19.4,724,149,642,0,2210,5362,1982,1,208000,273000,0,0
10137,3520,26.5,12.4,328,122,271,0,2421,5131,1970,1,132400,190000,0,0
10138,3520,35.9,14.3,513,114,439,0,2346,5462,1981,1,155400,216000,0,0
10139,3520,38.5,17.2,663,118,575,0,2123,5400,1980,1,180300,241000,0,0
10140,3520,8.8,12.8,112,110,25,1,2440,5337,1978,1,92800,148000,0,0
10141,3525,21.8,18.9,412,105,323,0,2404,5810,1997,1,129800,171000,0,0
10142,3525,19.1,10.6,202,188,117,1,2718,5568,2000,1,148100,192000,0,0
10143,3525,16,18.4,294,109,232,1,2988,5749,1989,1,114500,134000,0,1
10144,3525,38.1,12.7,484,199,391,1,2410,5955,1982,1,197000,241000,0,1
10145,3525,36,15.2,547,186,465,0,2880,5948,1999,2,198700,222000,0,0
10146,3525,43,16.8,722,164,654,0,2591,5862,1992,2,211700,254000,0,0
10147,3525,53.6,11.3,606,191,552,1,2606,5619,1993,1,210500,263000,0,0
10148,3525,29.4,18.3,538,94,480,1,2757,5924,1987,1,142100,164000,1,0
10149,3525,8.2,19.1,156,162,105,1,2963,5947,1987,1,125600,138000,0,0
10150,3525,39,17.9,698,185,612,0,2601,5513,1984,2,220700,279000,0,0
10151,3525,43.3,11.8,511,101,420,0,2461,5917,1980,1,142300,178000,0,0
10152,3525,22.1,12.4,274,122,199,0,2565,5968,1995,2,119300,149000,0,0
10153,3525,41.3,15.8,653,91,564,0,2688,5675,1992,1,157600,196000,1,0
10154,3525,23.4,18.8,440,178,364,0,2857,5834,1983,1,177800,205000,0,0
10155,3525,21.6,15.2,329,158,272,0,2828,5721,1992,1,149200,182000,0,0
10156,3525,18.7,16.7,312,167,260,1,2728,5935,1989,1,152000,180000,0,0
10157,3525,42.3,10.5,444,197,393,0,2524,5817,2002,1,189800,234000,0,0
10158,3525,37.1,17.4,645,137,547,0,2953,5656,1982,2,184000,215000,0,1
10159,3525,24.7,11.4,282,127,192,0,2542,5710,2000,1,123500,166000,1,0
10160,3525,61.1,12.7,776,142,715,0,2824,5728,1993,2,206600,244000,0,0
10161,3528,10.7,13.5,144,101,80,1,2792,5058,1997,1,82200,120000,0,0
10162,3528,6.7,16.9,114,107,63,1,2651,5992,1995,1,81300,116000,0,0
10163,3528,11.7,11.3,132,115,74,1,2635,5824,2003,1,88800,129000,1,0
10164,3528,10.5,10.7,112,115,37,1,2421,5990,2004,1,85800,127000,1,0
10165,3528,12.5,10.6,133,100,56,1,2521,5887,1995,1,80000,121000,0,0
10166,3528,10.3,14.4,148,93,48,1,2669,5972,2005,1,78000,113000,1,0
10167,3528,7.7,18.6,144,106,82,1,2703,5654,1995,1,85200,128000,0,0
10168,3528,9.6,13,125,101,56,1,2762,5645,2004,1,79400,120000,1,0
10169,3528,6.4,17.1,110,94,17,1,2798,5565,2001,1,72900,114000,1,0
10170,3528,7.8,14.9,116,100,27,1,2344,5934,1997,1,77400,118000,0,0
10171,3528,10.2,11.3,115,116,48,1,2479,5956,2005,1,86900,128000,1,0
10172,3528,7.2,15.9,115,105,59,1,2497,5741,2002,1,80300,125000,1,0
10173,3528,10.9,13.2,144,88,87,1,2410,5862,2002,1,74400,118000,1,0
10174,3528,10.6,13.5,143,116,66,1,2525,5846,1999,1,91100,134000,1,0
10175,3528,11.4,11.3,129,101,46,1,2597,5500,2005,1,80000,128000,1,0
10176,3528,12,10.6,127,117,53,1,2646,6000,2004,1,89300,125000,1,0
10177,3528,10.1,14.7,148,113,58,1,2749,5705,1997,1,90000,131000,0,0
10178,3528,12.4,12.1,150,97,52,1,2525,5796,2003,1,80700,124000,1,0
10179,3528,6.6,19.6,129,108,46,1,2593,5886,2000,1,84200,124000,1,0
10180,3528,8.1,17.2,140,111,81,1,2400,5578,2005,1,87600,140000,1,0
10181,3800,68.6,12.6,864,234,804,0,2705,5060,1991,2,300000,359000,0,0
10182,3800,81.1,14.6,1184,241,1105,1,2622,5492,2007,2,352200,432000,0,0
10183,3800,79.3,13.4,1063,172,1004,1,2887,5298,1995,2,292700,352000,0,0
10184,3800,33.9,15,508,143,417,1,2918,5034,2003,1,192000,225000,0,0
10185,3800,39.6,15.1,598,230,526,1,2936,5489,2005,2,257700,311000,0,0
10186,3800,69.7,13,906,138,834,1,2613,5059,1995,2,248700,303000,0,1
10187,3800,95.9,10.8,1036,248,974,1,2678,5253,2006,1,334200,407000,0,1
10188,3800,51.5,19.6,1010,173,934,1,2848,5280,2007,1,285300,345000,0,0
10189,3800,48.7,14.9,725,122,670,1,2613,5410,2010,2,212000,275000,1,0
10190,3800,56.6,16.1,911,213,849,1,2982,5378,2005,2,294500,354000,0,0
10191,3800,39.1,13,508,172,443,2,2650,5350,1998,2,209400,269000,0,1
10192,3800,42.5,19.4,824,193,762,0,2859,5278,2004,1,269400,326000,0,0
10193,3800,41.1,12.8,526,147,441,0,2663,5483,2004,2,197100,253000,0,0
10194,3800,75.4,12.4,935,219,881,1,2788,5175,1993,1,301700,362000,0,1
10195,3800,83.6,10.7,894,125,834,2,2600,5057,1993,2,239100,293000,0,1
10196,3800,66,18,1188,211,1118,0,2828,5342,1993,1,334800,405000,0,0
10197,3800,37.1,14.1,523,140,450,0,2959,5091,1998,1,192500,227000,0,1
10198,3800,59,19.4,1145,247,1080,1,2953,5351,1995,1,350000,418000,0,0
10199,3800,46.3,19.9,922,164,855,2,2639,5089,2006,2,266700,324000,1,0
10200,3800,35.9,17.6,632,150,534,1,2609,5034,1993,2,214800,264000,0,0
10201,3520,65.9,11.5,758,94,697,1,2396,5381,1972,1,180100,247000,0,0
10202,3520,26.3,16.9,444,134,374,0,2056,5168,1984,2,157000,207000,0,1
10203,3520,56.1,15.8,887,143,809,1,2375,5320,1985,2,228900,300000,0,0
10204,3520,27.7,10,277,104,204,1,2444,5254,1979,1,114000,171000,0,0
10205,3520,15.9,12.3,195,109,109,0,2396,5017,1980,1,104700,155000,0,0
10206,3520,11.1,19.5,217,125,155,0,2255,5497,1978,1,117600,173000,0,0
10207,3520,52,19,988,159,888,0,2129,5098,1974,1,253600,317000,0,1
10208,3520,47.6,16.8,800,126,723,1,2419,5366,1971,2,205600,275000,0,0
10209,3520,8.6,13.4,115,96,36,0,2442,5475,1970,1,84900,138000,0,0
10210,3520,29.3,12.3,360,91,269,1,2214,5244,1980,1,118600,173000,0,1
10211,3520,61.1,15.5,947,111,856,0,2462,5243,1970,1,218700,286000,0,0
10212,3520,51.4,16.1,827,89,738,1,2329,5311,1977,1,187500,252000,0,0
10213,3520,75.6,11,832,82,749,1,2084,5487,1979,1,184000,242000,0,1
10214,3520,23.7,14.6,346,119,278,0,2249,5272,1975,1,133300,191000,0,0
10215,3520,7.5,17.6,132,92,71,1,2047,5344,1984,1,85000,131000,1,0
10216,3520,24,17.1,410,120,325,1,2201,5291,1972,1,143500,198000,0,0
10217,3520,67,13.9,931,121,838,0,2086,5006,1976,2,222300,278000,0,0
10218,3520,39.7,19.6,778,105,696,1,2263,5296,1972,1,189700,252000,0,0
10219,3520,56.5,12.7,717,87,639,0,2124,5418,1981,1,169800,228000,0,0
10220,3520,43.7,19.4,848,137,793,1,2273,5455,1985,1,219400,288000,0,0
10221,3525,40.3,12.3,496,136,409,1,2400,5846,2002,1,161000,205000,0,0
10222,3525,9.5,17.7,169,153,71,0,2794,5993,2004,2,122200,140000,0,0
10223,3525,21.6,16.1,347,152,290,1,2944,5567,1980,2,148300,183000,0,1
10224,3525,49.9,14.6,729,135,673,0,2956,5951,2001,1,195400,215000,0,0
10225,3525,40.4,19.2,775,151,683,1,2951,5676,1998,1,211900,246000,0,1
10226,3525,70.2,11.8,828,149,731,1,2464,5797,2002,1,218600,270000,0,0
10227,3525,79,10.5,830,197,754,0,2695,5813,1996,1,247700,293000,0,0
10228,3525,45.5,10.2,464,199,408,0,2482,5650,1997,2,194000,248000,0,0
10229,3525,31.4,15.9,499,182,422,0,2428,5688,2004,2,189100,243000,0,0
10230,3525,54.2,12.2,661,160,609,1,2651,5630,2005,1,200200,249000,1,0
10231,3525,16.2,18.8,304,158,210,1,2957,5919,1987,1,145400,163000,0,0
10232,3525,16.1,10.1,163,124,89,1,2610,5599,2003,2,103900,145000,1,0
10233,3525,17,17.4,295,146,237,0,2441,5748,1997,2,136900,185000,0,0
10234,3525,53.5,14,749,90,691,1,2527,6000,1999,1,171400,205000,1,0
10235,3525,21.5,10.9,234,184,173,1,2557,5929,2000,2,150500,186000,0,1
10236,3525,48.5,14.6,708,103,651,1,2782,5713,2001,1,173000,208000,1,0
10237,3525,26.4,18.6,491,139,433,1,2735,5614,1999,2,162100,202000,0,1
10238,3525,57.9,15.4,891,99,825,1,2709,5528,1990,1,198100,248000,0,1
10239,3525,28.6,14.6,418,106,362,0,2859,5764,1981,1,131300,155000,0,0
10240,3525,11.9,13.3,158,98,89,1,2620,5508,1980,1,87500,130000,0,0
10241,3528,9.5,12.2,116,81,26,1,2629,5355,1995,1,66000,113000,1,0
10242,3528,7.2,17,123,102,56,1,2666,5903,2004,1,79700,116000,1,0
10243,3528,8.4,16.5,139,99,66,1,2442,5950,1995,1,80300,121000,0,0
10244,3528,12.6,11,139,89,77,1,2615,5693,1995,1,74300,117000,1,0
10245,3528,9.5,14.6,139,120,82,1,2316,5756,1997,2,92900,140000,0,0
10246,3528,12.8,10.4,133,107,66,1,2461,5517,1996,1,84200,136000,0,0
10247,3528,11,12.6,139,103,69,1,2438,5752,1996,1,82700,129000,0,0
10248,3528,7,17.6,123,101,39,1,2622,5743,1998,1,79100,121000,0,0
10249,3528,8.7,12.7,110,113,37,1,2524,5537,1997,1,84300,134000,0,0
10250,3528,10.2,11.1,113,98,46,1,2437,5855,2005,1,75800,119000,1,0
10251,3528,8.8,15.3,135,106,59,1,2461,5577,2004,1,83900,134000,1,0
10252,3528,7.2,18,129,102,49,1,2492,5920,1996,1,80600,121000,0,0
10253,3528,13,11.4,148,94,52,1,2756,5940,2000,1,78600,112000,1,0
10254,3528,7.9,18.5,147,112,67,1,2716,5879,2001,1,89300,127000,1,0
10255,3528,7.9,15.6,124,91,38,1,2315,5536,1996,1,73200,123000,1,0
10256,3528,6.9,17.9,123,88,33,1,2378,5714,1998,1,71300,118000,1,0
10257,3528,12.5,10.2,128,104,48,1,2777,5593,1995,1,81600,123000,0,0
10258,3528,8.6,16.2,140,97,64,1,2422,5936,2000,1,79200,121000,1,0
10259,3528,9.9,12.7,126,87,55,1,2319,5687,1997,1,71100,117000,1,0
10260,3528,8,17.4,140,90,72,1,2738,5943,2004,1,75000,108000,1,0
10261,3800,68.1,17.5,1191,208,1102,0,2808,5313,2009,1,333500,403000,0,0
10262,3800,69,15.5,1070,238,1014,1,2641,5310,1998,2,333300,409000,0,0
10263,3800,53.7,12,644,244,590,1,2700,5200,1990,1,273000,333000,0,1
10264,3800,68.6,14.5,994,182,899,2,2670,5331,2008,1,288300,357000,0,0
10265,3800,46.8,13.5,632,141,552,1,2874,5034,1991,1,209400,247000,0,0
10266,3800,48.2,18.1,873,125,809,2,2985,5470,1997,2,236000,285000,0,0
10267,3800,35.5,19.5,692,127,616,1,2672,5208,2006,2,210000,263000,1,1
10268,3800,40.9,14.7,601,157,522,1,2886,5328,1990,2,214400,264000,0,1
10269,3800,67.5,17.3,1168,144,1078,1,2764,5061,1995,2,291600,347000,0,0
10270,3800,92.9,12.9,1199,122,1141,0,2689,5439,1991,2,283100,352000,0,0
10271,3800,37.2,19.8,736,210,647,0,2849,5092,2000,1,266400,316000,0,1
10272,3800,30.6,18.3,560,168,477,1,2698,5299,2004,2,214800,271000,0,0
10273,3800,104,11,1144,244,1060,1,2922,5467,1995,1,348000,416000,0,0
10274,3800,75.8,15.4,1168,215,1114,0,2953,5260,2006,2,334200,396000,0,0
10275,3800,52.3,14.6,764,217,689,1,2705,5321,1992,2,274800,340000,0,1
10276,3800,43.6,18.3,798,240,709,2,2792,5377,1993,2,293700,361000,0,0
10277,3800,57.9,14.9,862,157,808,1,2793,5458,1994,1,253500,313000,0,0
10278,3800,64,17.4,1114,240,1025,0,2868,5288,1999,2,341100,408000,0,0
10279,3800,44,14.1,621,157,524,1,2960,5142,1991,2,217400,257000,0,0
10280,3800,43.6,16.3,711,186,638,1,2764,5353,2004,2,248300,309000,0,1
10281,3520,31.3,12.9,404,146,345,0,2058,5163,1980,2,158200,208000,0,1
10282,3520,11.8,14.1,167,127,72,0,2435,5198,1971,1,111300,166000,0,0
10283,3520,9.6,18.5,178,100,96,1,2256,5150,1977,1,96700,145000,0,0
10284,3520,11.2,17.8,199,128,116,1,2303,5301,1981,2,116700,173000,0,1
10285,3520,60.5,15.1,913,100,825,1,2361,5282,1976,1,207000,274000,0,0
10286,3520,36.5,15.7,573,148,483,0,2117,5379,1982,1,184800,245000,0,0
10287,3520,9.8,14.3,140,133,90,0,2259,5215,1980,2,110800,163000,0,0
10288,3520,39.9,13.9,555,105,485,1,2062,5073,1983,1,156300,204000,0,0
10289,3520,21.5,18.7,402,80,318,1,2158,5191,1979,1,118300,166000,0,0
10290,3520,8.4,17.7,149,124,73,1,2385,5069,1983,2,106800,158000,0,0
10291,3520,41,16.4,672,148,579,1,2433,5027,1971,1,199600,259000,0,0
10292,3520,14.4,20,288,125,221,1,2265,5036,1978,1,128200,180000,0,0
10293,3520,44.4,11,488,147,438,0,2360,5330,1979,1,171400,235000,0,0
10294,3520,26.9,12.2,328,116,269,0,2091,5312,1970,1,128800,183000,0,0
10295,3520,12.4,15.6,194,116,115,1,2306,5143,1979,1,108700,160000,0,1
10296,3520,48.5,15.9,771,146,691,1,2378,5055,1972,1,213300,276000,0,0
10297,3520,10.1,12,121,99,37,1,2166,5009,1984,1,87600,129000,0,0
10298,3520,25.8,10.9,281,117,201,1,2291,5389,1979,1,122400,182000,0,0
10299,3520,51.1,17.8,909,127,819,0,2021,5288,1976,1,222600,283000,0,0
10300,3520,47.8,19.6,936,108,857,0,2143,5195,1982,1,215200,276000,0,0
